id,name,unit,dataset_id,source_id,description,code,short_unit,timespan,coverage,display,original_metadata
156,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 3 - Female - Primary",Percentage,0,39,,,%,2000 - 2019,,,
157,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 3 - Female - Lower secondary",Percentage,0,39,,,%,2000 - 2019,,,
158,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 3 - Female - Upper secondary",Percentage,0,39,,,%,2000 - 2019,,,
159,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 3 - Male - Primary",Percentage,0,39,,,%,2000 - 2019,,,
160,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 3 - Male - Lower secondary",Percentage,0,39,,,%,2000 - 2019,,,
161,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 3 - Male - Upper secondary",Percentage,0,39,,,%,2000 - 2019,,,
162,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 1 (poorest) - Both sexes - Primary",Percentage,0,39,,,%,2000 - 2019,,,
163,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 1 (poorest) - Both sexes - Lower secondary",Percentage,0,39,,,%,2000 - 2019,,,
164,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 1 (poorest) - Both sexes - Upper secondary",Percentage,0,39,,,%,2000 - 2019,,,
165,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 1 (poorest) - Female - Primary",Percentage,0,39,,,%,2000 - 2019,,,
166,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 1 (poorest) - Female - Lower secondary",Percentage,0,39,,,%,2000 - 2019,,,
167,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 1 (poorest) - Female - Upper secondary",Percentage,0,39,,,%,2000 - 2019,,,
168,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 1 (poorest) - Male - Primary",Percentage,0,39,,,%,2000 - 2019,,,
169,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 1 (poorest) - Male - Lower secondary",Percentage,0,39,,,%,2000 - 2019,,,
170,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 1 (poorest) - Male - Upper secondary",Percentage,0,39,,,%,2000 - 2019,,,
171,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 4 - Both sexes - Primary",Percentage,0,39,,,%,2000 - 2019,,,
172,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 4 - Both sexes - Lower secondary",Percentage,0,39,,,%,2000 - 2019,,,
173,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 4 - Both sexes - Upper secondary",Percentage,0,39,,,%,2000 - 2019,,,
174,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 4 - Female - Primary",Percentage,0,39,,,%,2000 - 2019,,,
175,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 4 - Female - Lower secondary",Percentage,0,39,,,%,2000 - 2019,,,
176,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 4 - Female - Upper secondary",Percentage,0,39,,,%,2000 - 2019,,,
177,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 4 - Male - Primary",Percentage,0,39,,,%,2000 - 2019,,,
178,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 4 - Male - Lower secondary",Percentage,0,39,,,%,2000 - 2019,,,
179,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 4 - Male - Upper secondary",Percentage,0,39,,,%,2000 - 2019,,,
180,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 2 - Both sexes - Primary",Percentage,0,39,,,%,2000 - 2019,,,
181,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 2 - Both sexes - Lower secondary",Percentage,0,39,,,%,2000 - 2019,,,
182,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 2 - Both sexes - Upper secondary",Percentage,0,39,,,%,2000 - 2019,,,
183,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 2 - Female - Primary",Percentage,0,39,,,%,2000 - 2019,,,
184,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 2 - Female - Lower secondary",Percentage,0,39,,,%,2000 - 2019,,,
185,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 2 - Female - Upper secondary",Percentage,0,39,,,%,2000 - 2019,,,
186,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 2 - Male - Primary",Percentage,0,39,,,%,2000 - 2019,,,
187,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 2 - Male - Lower secondary",Percentage,0,39,,,%,2000 - 2019,,,
188,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Rural - Quantile 2 - Male - Upper secondary",Percentage,0,39,,,%,2000 - 2019,,,
189,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Total or not breakdown - Both sexes - Primary",Percentage,0,39,,,%,2000 - 2019,,,
190,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Total or not breakdown - Both sexes - Lower secondary",Percentage,0,39,,,%,2000 - 2019,,,
191,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Total or not breakdown - Both sexes - Upper secondary",Percentage,0,39,,,%,2000 - 2019,,,
192,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Total or not breakdown - Female - Primary",Percentage,0,39,,,%,2000 - 2019,,,
193,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Total or not breakdown - Female - Lower secondary",Percentage,0,39,,,%,2000 - 2019,,,
194,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Total or not breakdown - Female - Upper secondary",Percentage,0,39,,,%,2000 - 2019,,,
195,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Total or not breakdown - Male - Primary",Percentage,0,39,,,%,2000 - 2019,,,
196,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Total or not breakdown - Male - Lower secondary",Percentage,0,39,,,%,2000 - 2019,,,
197,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Total or not breakdown - Male - Upper secondary",Percentage,0,39,,,%,2000 - 2019,,,
198,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 5 (richest) - Both sexes - Primary",Percentage,0,39,,,%,2000 - 2019,,,
199,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 5 (richest) - Both sexes - Lower secondary",Percentage,0,39,,,%,2000 - 2019,,,
200,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 5 (richest) - Both sexes - Upper secondary",Percentage,0,39,,,%,2000 - 2019,,,
201,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 5 (richest) - Female - Primary",Percentage,0,39,,,%,2000 - 2019,,,
202,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 5 (richest) - Female - Lower secondary",Percentage,0,39,,,%,2000 - 2019,,,
203,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 5 (richest) - Female - Upper secondary",Percentage,0,39,,,%,2000 - 2019,,,
204,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 5 (richest) - Male - Primary",Percentage,0,39,,,%,2000 - 2019,,,
205,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 5 (richest) - Male - Lower secondary",Percentage,0,39,,,%,2000 - 2019,,,
206,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 5 (richest) - Male - Upper secondary",Percentage,0,39,,,%,2000 - 2019,,,
207,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 3 - Both sexes - Primary",Percentage,0,39,,,%,2000 - 2019,,,
208,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 3 - Both sexes - Lower secondary",Percentage,0,39,,,%,2000 - 2019,,,
209,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 3 - Both sexes - Upper secondary",Percentage,0,39,,,%,2000 - 2019,,,
210,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 3 - Female - Primary",Percentage,0,39,,,%,2000 - 2019,,,
211,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 3 - Female - Lower secondary",Percentage,0,39,,,%,2000 - 2019,,,
212,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 3 - Female - Upper secondary",Percentage,0,39,,,%,2000 - 2019,,,
213,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 3 - Male - Primary",Percentage,0,39,,,%,2000 - 2019,,,
214,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 3 - Male - Lower secondary",Percentage,0,39,,,%,2000 - 2019,,,
215,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 3 - Male - Upper secondary",Percentage,0,39,,,%,2000 - 2019,,,
216,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 1 (poorest) - Both sexes - Primary",Percentage,0,39,,,%,2000 - 2019,,,
217,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 1 (poorest) - Both sexes - Lower secondary",Percentage,0,39,,,%,2000 - 2019,,,
218,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 1 (poorest) - Both sexes - Upper secondary",Percentage,0,39,,,%,2000 - 2019,,,
219,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 1 (poorest) - Female - Primary",Percentage,0,39,,,%,2000 - 2019,,,
220,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 1 (poorest) - Female - Lower secondary",Percentage,0,39,,,%,2000 - 2019,,,
221,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 1 (poorest) - Female - Upper secondary",Percentage,0,39,,,%,2000 - 2019,,,
222,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 1 (poorest) - Male - Primary",Percentage,0,39,,,%,2000 - 2019,,,
223,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 1 (poorest) - Male - Lower secondary",Percentage,0,39,,,%,2000 - 2019,,,
224,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 1 (poorest) - Male - Upper secondary",Percentage,0,39,,,%,2000 - 2019,,,
225,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 4 - Both sexes - Primary",Percentage,0,39,,,%,2000 - 2019,,,
226,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 4 - Both sexes - Lower secondary",Percentage,0,39,,,%,2000 - 2019,,,
227,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 4 - Both sexes - Upper secondary",Percentage,0,39,,,%,2000 - 2019,,,
228,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 4 - Female - Primary",Percentage,0,39,,,%,2000 - 2019,,,
229,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 4 - Female - Lower secondary",Percentage,0,39,,,%,2000 - 2019,,,
230,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 4 - Female - Upper secondary",Percentage,0,39,,,%,2000 - 2019,,,
231,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 4 - Male - Primary",Percentage,0,39,,,%,2000 - 2019,,,
232,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 4 - Male - Lower secondary",Percentage,0,39,,,%,2000 - 2019,,,
233,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 4 - Male - Upper secondary",Percentage,0,39,,,%,2000 - 2019,,,
234,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 2 - Both sexes - Primary",Percentage,0,39,,,%,2000 - 2019,,,
235,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 2 - Both sexes - Lower secondary",Percentage,0,39,,,%,2000 - 2019,,,
236,"4.1.2 - Completion rate, by sex, location, wealth quintile and education level (%) - SE_TOT_CPLR - Urban - Quantile 2 - Both sexes - Upper secondary",Percentage,0,39,,,%,2000 - 2019,,,
