Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","03/03/2022 09:04"
"Last updated:","03/03/2022 09:04"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:",Solutions
"Data table contains the following:",Solutions
"Content type","Total flow figures"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=gmc9Fi
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Solution types included","RET,RDP,RST,NAT"
Years:
Origin:,all
"Country of asylum:"
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Resettlement arrivals"
2015,"Iran (Islamic Rep. of)",IRN,-,-,4050
2015,Israel,ISR,-,-,5
2015,Jordan,JOR,-,-,52
2015,Kazakhstan,KAZ,-,-,58
2015,Kenya,KEN,-,-,196
2015,Kyrgyzstan,KGZ,-,-,8
2015,"Dem. People's Rep. of Korea",PRK,-,-,14
2015,Kuwait,KWT,-,-,20
2015,Liberia,LBR,-,-,148
2015,Lebanon,LBN,-,-,86
2015,"Sri Lanka",LKA,-,-,141
2015,Mauritania,MRT,-,-,9
2015,"Rep. of Moldova",MDA,-,-,259
2015,Mali,MLI,-,-,8
2015,Malaysia,MYS,-,-,152
2015,Malawi,MWI,-,-,9
2015,Myanmar,MMR,-,-,19534
2015,Namibia,NAM,-,-,5
2015,Nepal,NPL,-,-,194
2015,Nigeria,NGA,-,-,11
2015,Oman,OMN,-,-,5
2015,Pakistan,PAK,-,-,941
2015,Philippines,PHL,-,-,20
2015,"South Africa",ZAF,-,-,13
2015,"Russian Federation",RUS,-,-,300
2015,Rwanda,RWA,-,-,346
2015,"El Salvador",SLV,-,-,11
2015,"Saudi Arabia",SAU,-,-,20
2015,Senegal,SEN,-,-,19
2015,"Sierra Leone",SLE,-,-,75
2015,Somalia,SOM,-,-,9332
2015,"Viet Nam",VNM,-,-,55
2015,"South Sudan",SSD,-,-,218
2015,Stateless,XXA,-,-,660
2015,Sudan,SDN,-,-,2430
2015,"Syrian Arab Rep.",SYR,-,-,17717
2015,"United Rep. of Tanzania",TZA,-,-,30
2015,Thailand,THA,-,-,373
2015,Tibetan,TIB,-,-,37
2015,Tajikistan,TJK,-,-,21
2015,Turkmenistan,TKM,-,-,5
2015,Togo,TGO,-,-,5
2015,Tunisia,TUN,-,-,7
2015,Turkey,TUR,-,-,27
2015,"United Arab Emirates",ARE,-,-,5
2015,Uganda,UGA,-,-,97
2015,"Unknown ",,-,-,100
2015,Ukraine,UKR,-,-,1765
2015,"United States of America",USA,-,-,5
2015,Uzbekistan,UZB,-,-,39
2015,"Venezuela (Bolivarian Republic of)",VEN,-,-,5
2015,Yemen,YEM,-,-,16
2015,Zambia,ZMB,-,-,26
2015,Zimbabwe,ZWE,-,-,11
2016,Afghanistan,AFG,-,-,5921
2016,Angola,AGO,-,-,11
2016,Egypt,EGY,-,-,188
2016,Armenia,ARM,-,-,71
2016,Azerbaijan,AZE,-,-,44
2016,Bahrain,BHR,-,-,5
2016,Burundi,BDI,-,-,1059
2016,Bangladesh,BGD,-,-,10
2016,Bhutan,BTN,-,-,6252
2016,Belarus,BLR,-,-,187
2016,Botswana,BWA,-,-,8
2016,Cambodia,KHM,-,-,29
2016,"Central African Rep.",CAF,-,-,649
2016,Chad,TCD,-,-,19
2016,China,CHN,-,-,79
2016,Cameroon,CMR,-,-,23
2016,Congo,COG,-,-,256
2016,"Dem. Rep. of the Congo",COD,-,-,22514
2016,Colombia,COL,-,-,774
2016,Cuba,CUB,-,-,364
2016,Ecuador,ECU,-,-,18
2016,Eritrea,ERI,-,-,6514
2016,Ethiopia,ETH,-,-,2511
2016,Gambia,GMB,-,-,22
2016,Palestinian,PSE,-,-,281
2016,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,5
2016,Georgia,GEO,-,-,11
2016,Ghana,GHA,-,-,5
2016,Guatemala,GTM,-,-,29
2016,Guinea,GIN,-,-,17
2016,Honduras,HND,-,-,140
2016,"Cote d'Ivoire",CIV,-,-,231
2016,India,IND,-,-,22
2016,Indonesia,IDN,-,-,15
2016,"Iran (Islamic Rep. of)",IRN,-,-,4919
2016,Iraq,IRQ,-,-,16402
2016,Israel,ISR,-,-,5
2016,Jordan,JOR,-,-,154
2016,Kazakhstan,KAZ,-,-,82
2016,Kenya,KEN,-,-,185
2016,Kyrgyzstan,KGZ,-,-,59
2016,"Dem. People's Rep. of Korea",PRK,-,-,19
2016,Kuwait,KWT,-,-,29
2016,"Lao People's Dem. Rep.",LAO,-,-,7
2016,Liberia,LBR,-,-,144
2016,Libya,LBY,-,-,5
2016,Lebanon,LBN,-,-,222
2016,"Sri Lanka",LKA,-,-,146
2016,Latvia,LVA,-,-,8
2016,"Rep. of Moldova",MDA,-,-,550
2016,Mali,MLI,-,-,5
2016,Malaysia,MYS,-,-,95
2016,Malawi,MWI,-,-,40
2016,Mongolia,MNG,-,-,5
2016,Morocco,MAR,-,-,5
2016,Myanmar,MMR,-,-,13014
2016,Namibia,NAM,-,-,19
2016,Nepal,NPL,-,-,175
2016,Nigeria,NGA,-,-,7
2016,Pakistan,PAK,-,-,984
2016,Qatar,QAT,-,-,5
2016,"South Africa",ZAF,-,-,18
2016,"Russian Federation",RUS,-,-,527
2016,Rwanda,RWA,-,-,284
2016,"El Salvador",SLV,-,-,757
2016,"Saudi Arabia",SAU,-,-,11
2016,Senegal,SEN,-,-,45
2016,"Sierra Leone",SLE,-,-,48
2016,Somalia,SOM,-,-,12205
2016,"Viet Nam",VNM,-,-,78
2016,"South Sudan",SSD,-,-,423
2016,Stateless,XXA,-,-,562
2016,Sudan,SDN,-,-,1936
2016,"Syrian Arab Rep.",SYR,-,-,65843
2016,"United Rep. of Tanzania",TZA,-,-,5
2016,Thailand,THA,-,-,435
2016,Togo,TGO,-,-,22
2016,Turkey,TUR,-,-,34
2016,"United Arab Emirates",ARE,-,-,5
2016,Uganda,UGA,-,-,114
2016,"Unknown ",,-,-,106
2016,Ukraine,UKR,-,-,3647
2016,"United States of America",USA,-,-,9
2016,Uzbekistan,UZB,-,-,51
2016,Yemen,YEM,-,-,33
2016,Zambia,ZMB,-,-,5
2016,Zimbabwe,ZWE,-,-,20
2017,Iraq,IRQ,-,-,12968
2017,Afghanistan,AFG,-,-,4385
2017,Angola,AGO,-,-,6
2017,Egypt,EGY,-,-,144
2017,Armenia,ARM,-,-,68
2017,Azerbaijan,AZE,-,-,11
2017,Burundi,BDI,-,-,616
2017,Bangladesh,BGD,-,-,10
2017,Bhutan,BTN,-,-,3983
2017,Belarus,BLR,-,-,99
2017,Cambodia,KHM,-,-,10
2017,"Central African Rep.",CAF,-,-,346
2017,Chad,TCD,-,-,10
2017,China,CHN,-,-,36
2017,Cameroon,CMR,-,-,22
2017,Congo,COG,-,-,1738
2017,"Dem. Rep. of the Congo",COD,-,-,6454
2017,Colombia,COL,-,-,637
2017,Cuba,CUB,-,-,105
2017,Ecuador,ECU,-,-,27
2017,Eritrea,ERI,-,-,6889
2017,Ethiopia,ETH,-,-,1968
2017,Gambia,GMB,-,-,21
2017,Palestinian,PSE,-,-,252
2017,Ghana,GHA,-,-,5
2017,Guatemala,GTM,-,-,39
2017,Guinea,GIN,-,-,32
2017,Honduras,HND,-,-,51
2017,"Cote d'Ivoire",CIV,-,-,157
2017,India,IND,-,-,76
2017,Indonesia,IDN,-,-,23
2017,"Iran (Islamic Rep. of)",IRN,-,-,2205
2017,Israel,ISR,-,-,6
2017,Jordan,JOR,-,-,98
2017,Kazakhstan,KAZ,-,-,30
2017,Kenya,KEN,-,-,192
2017,Kyrgyzstan,KGZ,-,-,11
2017,Kuwait,KWT,-,-,7
2017,Liberia,LBR,-,-,50
2017,Libya,LBY,-,-,5
2017,Lebanon,LBN,-,-,136
2017,"Sri Lanka",LKA,-,-,32
2017,"Rep. of Moldova",MDA,-,-,266
2017,Mali,MLI,-,-,15
2017,Malaysia,MYS,-,-,107
2017,Malawi,MWI,-,-,14
2017,Myanmar,MMR,-,-,5006
2017,Nepal,NPL,-,-,324
2017,Nigeria,NGA,-,-,9
2017,"New Zealand",NZL,-,-,5
2017,Pakistan,PAK,-,-,812
2017,Philippines,PHL,-,-,6
2017,"South Africa",ZAF,-,-,5
2017,"Russian Federation",RUS,-,-,405
2017,Rwanda,RWA,-,-,157
2017,"El Salvador",SLV,-,-,904
2017,"Saudi Arabia",SAU,-,-,22
2017,Senegal,SEN,-,-,20
2017,"Sierra Leone",SLE,-,-,5
2017,Somalia,SOM,-,-,4118
2017,"Viet Nam",VNM,-,-,82
2017,"South Sudan",SSD,-,-,443
2017,Stateless,XXA,-,-,394
2017,Sudan,SDN,-,-,1493
2017,"Syrian Arab Rep.",SYR,-,-,40192
2017,"United Rep. of Tanzania",TZA,-,-,26
2017,Thailand,THA,-,-,414
2017,Tibetan,TIB,-,-,20
2017,Turkey,TUR,-,-,72
2017,"United Arab Emirates",ARE,-,-,9
2017,Uganda,UGA,-,-,88
2017,"Unknown ",,-,-,128
2017,Ukraine,UKR,-,-,3089
2017,"United States of America",USA,-,-,13
2017,Uzbekistan,UZB,-,-,39
2017,Yemen,YEM,-,-,35
2017,Zambia,ZMB,-,-,7
2017,Zimbabwe,ZWE,-,-,5
2018,Afghanistan,AFG,-,-,3861
2018,Angola,AGO,-,-,5
2018,Egypt,EGY,-,-,188
2018,Armenia,ARM,-,-,32
2018,Burundi,BDI,-,-,590
2018,Bhutan,BTN,-,-,863
2018,Belarus,BLR,-,-,178
2018,Cambodia,KHM,-,-,5
2018,"Central African Rep.",CAF,-,-,581
2018,Chad,TCD,-,-,19
2018,China,CHN,-,-,7
2018,Cameroon,CMR,-,-,36
2018,Congo,COG,-,-,172
2018,"Dem. Rep. of the Congo",COD,-,-,13618
2018,Colombia,COL,-,-,487
2018,Ecuador,ECU,-,-,29
2018,"Equatorial Guinea",GNQ,-,-,5
2018,Eritrea,ERI,-,-,7413
2018,Ethiopia,ETH,-,-,1921
2018,Gambia,GMB,-,-,5
2018,Palestinian,PSE,-,-,328
2018,Ghana,GHA,-,-,5
2018,Guatemala,GTM,-,-,63
2018,Guinea,GIN,-,-,16
2018,Honduras,HND,-,-,80
2018,"Cote d'Ivoire",CIV,-,-,84
2018,India,IND,-,-,247
2018,Indonesia,IDN,-,-,18
2018,"Iran (Islamic Rep. of)",IRN,-,-,565
2018,Iraq,IRQ,-,-,8323
2018,Jamaica,JAM,-,-,12
2018,Jordan,JOR,-,-,97
2018,Kazakhstan,KAZ,-,-,51
2018,Kenya,KEN,-,-,251
2018,Kyrgyzstan,KGZ,-,-,33
2018,"Dem. People's Rep. of Korea",PRK,-,-,6
2018,Liberia,LBR,-,-,47
2018,Libya,LBY,-,-,5
2018,Lebanon,LBN,-,-,96
2018,"Sri Lanka",LKA,-,-,94
2018,Mauritania,MRT,-,-,5
2018,"Rep. of Moldova",MDA,-,-,127
2018,Mali,MLI,-,-,142
2018,Malaysia,MYS,-,-,208
2018,Malawi,MWI,-,-,46
2018,Morocco,MAR,-,-,5
2018,Myanmar,MMR,-,-,5723
2018,Namibia,NAM,-,-,6
2018,Nepal,NPL,-,-,141
2018,Nigeria,NGA,-,-,108
2018,Pakistan,PAK,-,-,1281
2018,Philippines,PHL,-,-,5
2018,"South Africa",ZAF,-,-,5
2018,"Russian Federation",RUS,-,-,340
2018,Rwanda,RWA,-,-,309
2018,"El Salvador",SLV,-,-,709
2018,"Saudi Arabia",SAU,-,-,16
2018,Senegal,SEN,-,-,27
2018,Somalia,SOM,-,-,1808
2018,"Viet Nam",VNM,-,-,117
2018,"South Sudan",SSD,-,-,315
2018,Stateless,XXA,-,-,288
2018,Sudan,SDN,-,-,1424
2018,"Syrian Arab Rep.",SYR,-,-,34126
2018,"United Rep. of Tanzania",TZA,-,-,143
2018,Thailand,THA,-,-,335
2018,Turkmenistan,TKM,-,-,5
2018,Togo,TGO,-,-,5
2018,"Trinidad and Tobago",TTO,-,-,5
2018,Tunisia,TUN,-,-,7
2018,Turkey,TUR,-,-,61
2018,Uganda,UGA,-,-,201
2018,"Unknown ",,-,-,626
2018,Ukraine,UKR,-,-,3101
2018,"United States of America",USA,-,-,36
2018,Uzbekistan,UZB,-,-,21
2018,"Venezuela (Bolivarian Republic of)",VEN,-,-,6
2018,Yemen,YEM,-,-,69
2018,Zimbabwe,ZWE,-,-,10
2019,Afghanistan,AFG,-,-,5488
2019,Angola,AGO,-,-,5
2019,Egypt,EGY,-,-,187
2019,Armenia,ARM,-,-,29
2019,Bahrain,BHR,-,-,5
2019,Burundi,BDI,-,-,843
2019,Benin,BEN,-,-,5
2019,Bangladesh,BGD,-,-,8
2019,Bhutan,BTN,-,-,169
2019,Belarus,BLR,-,-,58
2019,Botswana,BWA,-,-,5
2019,Cambodia,KHM,-,-,18
2019,"Central African Rep.",CAF,-,-,1099
2019,Chad,TCD,-,-,40
2019,China,CHN,-,-,22
2019,Cameroon,CMR,-,-,61
2019,Congo,COG,-,-,74
2019,"Dem. Rep. of the Congo",COD,-,-,15839
2019,Colombia,COL,-,-,575
2019,Cuba,CUB,-,-,23
2019,Djibouti,DJI,-,-,5
2019,Ecuador,ECU,-,-,8
2019,Eritrea,ERI,-,-,8555
2019,Ethiopia,ETH,-,-,2467
2019,Gambia,GMB,-,-,14
2019,Palestinian,PSE,-,-,247
2019,Georgia,GEO,-,-,26
2019,Guatemala,GTM,-,-,164
2019,Guinea,GIN,-,-,18
2019,Honduras,HND,-,-,122
2019,Hungary,HUN,-,-,5
2019,"Cote d'Ivoire",CIV,-,-,143
2019,India,IND,-,-,202
2019,Indonesia,IDN,-,-,20
2019,"Iran (Islamic Rep. of)",IRN,-,-,1375
2019,Iraq,IRQ,-,-,13011
2019,Jamaica,JAM,-,-,16
2019,Jordan,JOR,-,-,117
2019,Kenya,KEN,-,-,314
2019,Kyrgyzstan,KGZ,-,-,25
2019,Liberia,LBR,-,-,75
2019,Libya,LBY,-,-,7
2019,Lebanon,LBN,-,-,195
2019,"Sri Lanka",LKA,-,-,111
2019,"Rep. of Moldova",MDA,-,-,326
2019,Mali,MLI,-,-,226
2019,Malaysia,MYS,-,-,248
2019,Malawi,MWI,-,-,100
2019,Morocco,MAR,-,-,11
2019,Myanmar,MMR,-,-,6336
2019,Namibia,NAM,-,-,11
2019,Nepal,NPL,-,-,178
2019,Nigeria,NGA,-,-,253
2019,Pakistan,PAK,-,-,1514
2019,Philippines,PHL,-,-,6
2019,"Russian Federation",RUS,-,-,182
2019,Rwanda,RWA,-,-,210
2019,"El Salvador",SLV,-,-,384
2019,"Saudi Arabia",SAU,-,-,46
2019,Senegal,SEN,-,-,41
2019,"Sierra Leone",SLE,-,-,10
2019,Somalia,SOM,-,-,4307
2019,"Viet Nam",VNM,-,-,120
2019,"South Sudan",SSD,-,-,1148
2019,Stateless,XXA,-,-,19
2019,Sudan,SDN,-,-,3493
2019,"Syrian Arab Rep.",SYR,-,-,30686
2019,"United Rep. of Tanzania",TZA,-,-,155
2019,Thailand,THA,-,-,311
2019,Tibetan,TIB,-,-,155
2019,Tajikistan,TJK,-,-,5
2019,Turkmenistan,TKM,-,-,18
2019,Togo,TGO,-,-,16
2019,"Trinidad and Tobago",TTO,-,-,5
2019,Tunisia,TUN,-,-,14
2019,Turkey,TUR,-,-,86
2019,Uganda,UGA,-,-,264
2019,"Unknown ",,-,-,771
2019,Ukraine,UKR,-,-,4013
2019,"United States of America",USA,-,-,18
2019,Uzbekistan,UZB,-,-,15
2019,"Venezuela (Bolivarian Republic of)",VEN,-,-,55
2019,Yemen,YEM,-,-,168
2019,Zimbabwe,ZWE,-,-,10
2020,Iraq,IRQ,-,-,3809
2020,Afghanistan,AFG,-,-,1151
2020,Egypt,EGY,-,-,105
2020,Armenia,ARM,-,-,64
2020,Burundi,BDI,-,-,242
2020,Bangladesh,BGD,-,-,5
2020,Bhutan,BTN,-,-,25
2020,"Central African Rep.",CAF,-,-,254
2020,Chad,TCD,-,-,8
2020,Cameroon,CMR,-,-,20
2020,"Dem. Rep. of the Congo",COD,-,-,4152
2020,Colombia,COL,-,-,265
2020,Cuba,CUB,-,-,6
2020,Djibouti,DJI,-,-,11
2020,Eritrea,ERI,-,-,2759
2020,Ethiopia,ETH,-,-,613
2020,Gambia,GMB,-,-,5
2020,Palestinian,PSE,-,-,169
2020,Guatemala,GTM,-,-,232
2020,Honduras,HND,-,-,157
2020,"Cote d'Ivoire",CIV,-,-,11
2020,India,IND,-,-,27
2020,Indonesia,IDN,-,-,7
2020,"Iran (Islamic Rep. of)",IRN,-,-,394
2020,Jordan,JOR,-,-,58
2020,Kazakhstan,KAZ,-,-,47
2020,Kenya,KEN,-,-,24
2020,Kuwait,KWT,-,-,6
2020,Liberia,LBR,-,-,11
2020,Lebanon,LBN,-,-,56
2020,"Sri Lanka",LKA,-,-,59
2020,"Rep. of Moldova",MDA,-,-,172
2020,Mexico,MEX,-,-,5
2020,Mali,MLI,-,-,17
2020,Malaysia,MYS,-,-,43
2020,Myanmar,MMR,-,-,1885
2020,Nepal,NPL,-,-,18
2020,Nigeria,NGA,-,-,23
2020,Pakistan,PAK,-,-,400
2020,"Russian Federation",RUS,-,-,177
2020,Rwanda,RWA,-,-,34
2020,"El Salvador",SLV,-,-,389
2020,"Saudi Arabia",SAU,-,-,6
2020,Senegal,SEN,-,-,12
2020,"Sierra Leone",SLE,-,-,5
2020,Somalia,SOM,-,-,909
2020,"Viet Nam",VNM,-,-,18
2020,"South Sudan",SSD,-,-,574
2020,Stateless,XXA,-,-,87
2020,Sudan,SDN,-,-,1308
2020,"Syrian Arab Rep.",SYR,-,-,11166
2020,"United Rep. of Tanzania",TZA,-,-,57
2020,Thailand,THA,-,-,35
2020,Tibetan,TIB,-,-,34
2020,Turkey,TUR,-,-,106
2020,Uganda,UGA,-,-,68
2020,"Unknown ",,-,-,284
2020,Ukraine,UKR,-,-,1683
2020,"United States of America",USA,-,-,14
2020,Uzbekistan,UZB,-,-,5
2020,"Venezuela (Bolivarian Republic of)",VEN,-,-,21
2020,Yemen,YEM,-,-,76
2021,Afghanistan,AFG,-,-,1714
2021,Egypt,EGY,-,-,7
2021,Armenia,ARM,-,-,10
2021,Burundi,BDI,-,-,110
2021,Belarus,BLR,-,-,5
2021,Cambodia,KHM,-,-,5
2021,"Central African Rep.",CAF,-,-,38
2021,China,CHN,-,-,5
2021,Cameroon,CMR,-,-,9
2021,"Dem. Rep. of the Congo",COD,-,-,2472
2021,Colombia,COL,-,-,74
2021,Cuba,CUB,-,-,5
2021,Eritrea,ERI,-,-,923
2021,Ethiopia,ETH,-,-,177
2021,Gambia,GMB,-,-,5
2021,Palestinian,PSE,-,-,46
2021,Guatemala,GTM,-,-,26
2021,Honduras,HND,-,-,17
2021,"Cote d'Ivoire",CIV,-,-,12
2021,"Iran (Islamic Rep. of)",IRN,-,-,177
2021,Iraq,IRQ,-,-,533
2021,Kazakhstan,KAZ,-,-,5
2021,Liberia,LBR,-,-,22
2021,"Sri Lanka",LKA,-,-,16
2021,"Rep. of Moldova",MDA,-,-,40
2021,Mali,MLI,-,-,25
2021,Morocco,MAR,-,-,9
2021,Myanmar,MMR,-,-,370
2021,Nepal,NPL,-,-,6
2021,Nigeria,NGA,-,-,13
2021,Pakistan,PAK,-,-,100
2021,"Russian Federation",RUS,-,-,36
2021,Rwanda,RWA,-,-,12
2021,"El Salvador",SLV,-,-,50
2021,Senegal,SEN,-,-,5
2021,Somalia,SOM,-,-,369
2021,"South Sudan",SSD,-,-,226
2021,Stateless,XXA,-,-,75
2021,Sudan,SDN,-,-,992
2021,"Syrian Arab Rep.",SYR,-,-,6722
2021,Thailand,THA,-,-,5
2021,"Trinidad and Tobago",TTO,-,-,5
2021,Turkey,TUR,-,-,67
2021,Uganda,UGA,-,-,25
2021,"Unknown ",,-,-,179
2021,Ukraine,UKR,-,-,376
2021,"Venezuela (Bolivarian Republic of)",VEN,-,-,29
2021,Yemen,YEM,-,-,63
